epoch,train_loss
1,0.6937223115455855
2,0.6429224752317555
3,0.6289479576018806
4,0.6205021699422109
5,0.6148923470703157
6,0.6124620606265249
7,0.6085397884407995
8,0.6094904674613136
9,0.6052828134766023
10,0.6006041058476608
11,0.6027848428413296
12,0.6035115886243375
